Restaurant	Note	Prix	Cuisine	Service	Avis	URL
La Ferme à Dédé - Grenoble	5.0	NE	Positive	NE	De passage à Grenoble, nous avons essayé ce restaurant. Ravioles excellents, bonne ambiance. Salle complète, je conseil de réserver. À bientôt....	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r732464823-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Jardins de Sainte-Cécile - Grenoble	2.0	Négative	Négative	NE	Nous étions déjà venus et avions été satisfaits, cette fois quelle déception ! Un dos de cabillaud manifestement décongelé,  bien agrémenté,  certes, mais ce qui fait la qualité d'un plat de poisson (à 27 € le plat.....) c'est quand même la qualité de l'ingrédient essentiel. Un dessert fade avec une crème à la verveine qui n'a pas le goût de verveine et qui n'est pas servie assez fraîche,  bref une addition bien salée pour un repas décevant. Bien sûr le cadre est agréable l'été,  mais cela ne justifie pas de telles faiblesses gustatives au regard des prix pratiqués. Nous n'y reviendrons pas.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r516756334-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	4.0	NE	Positive	Positive	Quel plaisir. Service agreable. ...sushi très bien préparé. Restaurant bien agencé et repas typique japonnais avec des touches originales. Petit salon japonais  pour un peu de exotisme.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r486809820-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	NE	Positive	Négative	Très bon accueil, cadre extraordinaire (terrasse immense), bons produits. Service parfois long, notamment en l'absence de personnel.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r732052063-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	3.0	Négative	Neutre	NE	Nous avons bien mangés mais rapport qualité prix pas satisfaisant bien trop cher pour les plats proposés bel environnement je pense que c’est ce qui fait grimper les prix.Carte de vin très cher.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r690286648-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	4.0	NE	Positive	Positive	Franchement, je ne pensais pas possible d'allier quantité et qualité à ce point là.  On aime, ou pas mais franchement c'est à faire au moins une fois dans sa vie.  Perso, j'ai adoré.  Prévoir de toutes petites quantités pour tester un maximum de mets.  La qualité est là... Canard au sang, vol au vents, assortiment de charcuterie, dégustation de différents foie gras, grenouilles, cassoulet, ... impossible de faire la liste. Tout est très bien cuisiné et un service de qualité.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r948154126-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
"""""""Terre Adélice - Lyon"""""""	5.0	Positive	Positive	NE	"""""""Si vous allez en Ardèche, ne ratez pas le passage par Terre adélice à Saint-Sauveur-de-Montagut dans la sublime dans la vallée de l’Eyrieux, c'est là que se trouve la Maison Mère et les ateliers de Terre Adélice et comme il n'y a pas de salon de thé, vous devrez vous contenter de glaces en cornet généreuses à souhait. A Lyon, elles le sont moins mais le salon de thé, situé dans le Vieux Lyon, est spacieux et les terrasses fort agréables Et on y trouve les glaces et sorbets d'exception qui font la réputation de cette maison. On fond pour myrtille et Mûre mais un des parfums les plus spectaculaires reste le chocolat en sorbet ! On a même goûté chèvre, foie gras et truffe ! Un moment d'exception..."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r177706867-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Les Terrasses Poulard - Le Mont-Saint-Michel	2.0	NE	Neutre	Négative	Il n'y a que la vue qui est excellente !.Le personnel fait ce qu'il peut (pas en nombre suffisant) donc la qualité du service s'en ressent  Certaines personnes sont arrivées après nous et ont été servies avant  nous La réponse: c'est parce que nous avons commandé des crêpes.il aurait été plus correct de nous en aviser avant. Nous avons été servi au mois 40 minutes après notre commande.Sinon les crêpes n'ont rien d'exceptionnelles mais au moins elles sont mangeables !	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r596721453-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Une Semaine sur Deux - Grenoble	4.0	NE	Positive	Positive	Bon dîner bon service, bonne soirée, cuisine très inventive, restau très bruyant, mince entre les deux murs, peut etre àa l'étage la prochaine fois	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r676895122-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	Positive	Positive	Positive	Ambiance sympathique, cadre agréable, nourriture goûteuse et copieuse et service soigné.  Un petit bonus pour la sommelière.  Le rapport qualité prix est correct.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r976576336-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	3.0	NE	Positive	Négative	Cuisine typiquement française; très bien. Les plats sont créatifs et bien réalisés. Le seul problème est la longueur du service. Alors que le restaurant fonctionne principalement avec des menus sans options (ce qui devrait faciliter le travail en cuisine), l'attente entre les plats est bien trop longue et finalement influe négativement sur le ressenti d'ensemble	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r582335903-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	NE	Positive	Positive	Accueil parfait  Cadre très cosy . Parking à proximité super pratique  Repas festif très bon et proportions impeccables  Le tout avec le sourire	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r972654408-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	5.0	Positive	Positive	Positive	Merci à Myriam et Laurie pour l'accueil et le service. Très bon moment, très bon rapport qualité prix. Qualité au rendez vous   Seul petit point c'est l'affluence aux buffets, alors un petit peu d'attente et beaucoup de foule. Mais cela vaut quand même le coup.  Aussi, il est demandé demande de tenue vestimentaire exigée ce que je trouve tout à fait normale, mais ce n'est pas du tout respecté... Certaines personnes sont en baskets, et pas en tenue de restaurant.  .	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r970876116-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Les Terrasses Poulard - Le Mont-Saint-Michel	3.0	Négative	NE	Négative	nous étions déja venus l'année derniére dans ce restaurant qui a la plus belle vue sur la baie du mont st michel nous avons eu la chance d'etre placer à une table prés des fenetres pour admirer la vue , la carte des boissons est assez chéres en moyenne 5 € pour un sirop à l'eau ou un coca , les menus sont un bon rapport qualité prix , le point négatif est le survol des oiseaux dans le restaurant , nous avons la peur au dessus de la tête de recevoir un excrément .... de plus au moment de l'addition je souhaite régler en ticket restaurant on m'informe que c 'est à hauteur de 19 € par table , je pense que ce n'est pas réglementaire ...	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r544947907-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
"""""""Chateau de la commanderie - Grenoble"""""""	5.0	NE	Positive	Positive	"""""""Excellente table. Terrasse extérieure agréable. Belle carte de vins et personnel aux petites soins pour les clients."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r806632649-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
Le Marrakech - Annecy	5.0	NE	Positive	Positive	Excellent et accueillant nous y allons toute la Famille et petits et grands se lèchent les babines à chaque fois et cela depuis plus de 15 ans !!! Attention aux concurrents qui cherchent à démolir des pros installés bien avant !!! Essayez par vous mêmes, vous comprendrez que le Marrakech puisse faire de l’ombre à certains.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or45-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	5.0	NE	Neutre	Positive	Découverte merveilleuse ! Le cadre du restaurant et magnifique et nous emporte directement dans l’environnement du chalet. L’équipe est d’une gentillesse très appréciable avec une bonne humeur constante et de la sympathie. Le repas était excellent (fondue savoyarde pour 2) avec des quantités généreuses. Si je devais être pointilleuse et donner un défaut serait la petite quantité de salade servie avec la fondue (un supplément est proposé mais payant) et le goût un peu trop prononcé du vin blanc dans la fondue (mais ce n’est que mon goût perso). C’était parfait et j’aimerais beaucoup goûter d’autres plats de la carte !	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r960944311-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	3.0	Neutre	Neutre	Positive	Un restaurant avec une belle vue après le repas moyen. Mais bon normal je pense , très touristique . Formule rapide pas cher mais Attention boissons et café très chers ! Très malins ...🙂nous avons pu manges rapidement. Bon accueil 😀	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r551218554-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
"""""""Terre Adélice - Lyon"""""""	4.0	Positive	Positive	NE	"""""""Une carte avec trop de parfums ou pas assez pour des gourmands. On ne sait pas quoi choisir mais lorsque on a arrêté son choix c est un pur moment de plaisir dans le jardin d éden..."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r188333493-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
La veyrie - Bernin	5.0	NE	Positive	Positive	Très bon repas, service impeccable. Cadre très intéressant, endroit calme, jolie terrasse et très belle vue	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r492106939-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	3.0	NE	Neutre	Négative	Avis mitigé : la tartiflette est assez bonne et copieuse mais la salade césar est vraiment très légère et la sauce maison n'a pas beaucoup de goût. Le choix de vin est décevant. Les serveurs passent leur temps à s'engueuler et à dire du mal les uns des autres, l'ambiance n'est donc pas terrible.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r972048370-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	4.0	NE	Positive	Positive	Très bon plat du jour présenté par le chef lui même. Super accueil du chef , adorable , je recommande .	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r485852845-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	2.0	Négative	Positive	Négative	le decor agreable c est tout accueil mediocre le service en progressif separe mais mon frere le coucous vaut mieux aller la bas mais pas au maroc...........'.bon ou pas bon  la note est la meme je n aurai pas dut payer andre	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or240-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	5.0	Positive	Positive	Positive	Excellent moment passé entre amis. L accueil y fut chaleureux et personnalisé. Myriam, Kevin et Ilana se sont très bien occupés de nous pendant tout le repas. Nous y avons goûté des mets savoureux. L organisation est top. Un peu d attente pour certains plats comme les foies gras et rôtisserie mais cela en vaut vraiment le coup. Le tarif des vins est abordable. Cependant, dommage qu il y ait peu de proposition de vin au verre. Nous étions dans la salle de la tente d apparat qui est très agréable et ajourée.  Nous y reviendrons avec grand plaisir en famille cette fois.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r968893959-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Le Marrakech - Annecy	5.0	NE	Positive	Positive	Top super bon , superbe soirée ! Très bonne cuisine . Service rapide et efficace . Superbe . À faire	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or75-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
La Fondue - Grenoble	5.0	NE	Positive	NE	Très bon restaurant, rien à redire, du début jusqu à la fin, qualité, quantité, tout est réuni, certains restaurants devraient en prendre exemple, nous y retournons à coup sûr	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718663-r635552621-La_Fondue-Grenoble_Isere_Auvergne_Rhone_Alpes.html
"""""""Chateau de la commanderie - Grenoble"""""""	3.0	Neutre	Neutre	Négative	"""""""Cadre trés agréable Prix correct service pas top et long, beaucoup d apprentis les plats sont ni bons ni mauvais peut etre devraient ils faire plus simple et meilleur"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r495674269-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
McDonald's 23 Place Charles de Gaulle - Lille	2.0	NE	NE	Négative	7 minutes pour un coca, personnel pas tellement aimable. Le magasin est propre mais le personnel a l'air blasé	https://www.tripadvisor.fr/Restaurant_Review-g187178-d5813599-Reviews-McDonald_s-Lille_Nord_Hauts_de_France.html
Shunbun - Grenoble	4.0	Négative	Positive	NE	Beau restaurant qui présente bien les sushi y sont très bon mais tout de même un peut chère pour ou alors il en manque un peut dans l'assiette voilà pourquoi je ne leur mais pas l'assiette meilleur note	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r422043929-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	5.0	NE	Positive	NE	Vue superbe Restaurant au top, quantité suffisante (prévoir vêtements large pour la sortie 🤣) Chocolat chaud excellent	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r774159739-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
